アルゼンチンの首都はどこでしょう？,ブエノスアイレス,リマ,ブラジリア,サンティアゴ,地理
ペルーの首都はどこでしょう？,リマ,ラパス,ボゴタ,カラカス,地理
アメリカで３番目に人口が多い都市はどこでしょう？,シカゴ,サンフランシスコ,ロサンゼルス,ダラス,地理
オーストラリアの首都はどこでしょう？,キャンベラ,パース,シドニー,メルボルン,地理
ドミニカ共和国と陸地で接している国はどこでしょう？,ハイチ,キューバ,バハマ,バルバトス,地理
フランスの首都はどこでしょう？,パリ,カンヌ,マルセイユ,リヨン,地理
次のうち国ではないのはどこでしょう？,プエルトリコ,ベリーズ,アンティグア・バーブーダ,トリニダード・トバゴ,地理
スペインの首都はどこでしょう？,マドリード,パリ,ロンドン,ベルリン,地理
ケツァールを国鳥及び通貨単位の名称にしている国はどこでしょう？,グアテマラ,ニカラグア,パナマ,コスタリカ,地理
1969年にサッカーW杯予選を発端とする通称「サッカー戦争」で、エルサルバドルと戦った国はどこでしょう？,ホンジュラス,メキシコ,ベリーズ,コロンビア,地理
ユーラシア大陸に国土をもたないのはどこでしょう？,アイスランド,ポーランド,フィンランド,デンマーク,地理
次のうち、ベネルクス３国に含まれないのはどこでしょう？,フランス,オランダ,ベルギー,ルクセンブルク,地理
世界一国土が狭い国はどこでしょう？,バチカン市国,モナコ,シンガポール,サンマリノ,地理
バルト３国に含まれないのは次のうちどこでしょう？,エリトリア,エストニア,ラトビア,リトアニア,地理
次のうち、アフリカ大陸に国土を持つのはどこでしょう？,マラウイ,セーシェル,サントメ・プリンシペ,モーリシャス,地理
アメリカ合衆国を解放された黒人奴隷によって建国された国はどこでしょう？,リベリア,ギニア,ギニアビサウ,ガンビア,地理
旧国名をザイールという国はどこでしょう？,コンゴ民主共和国,コンゴ共和国,アンゴラ,ザンビア,地理
西サハラの所有権を主張している国はどこでしょう？,モロッコ,エジプト,アルジェリア,ナイジェリア,地理
旧都市名をコンスタンチノープルという都市はどこでしょう？,イスタンブール,アンカラ,カイロ,エルサレム,地理
旧都市名をレニングラードという都市はどこでしょう？,サンクトペテルブルク,ヴォルゴグラード,オデッサ,キエフ,地理
ヴィクトリア湖に接していない国はどこでしょう？,エチオピア,ケニア,ウガンダ,タンザニア,地理
ケッペンの気候区分には存在せず、後にトレワーサらによって加えられた気候区分はどれでしょう？,高山気候,寒帯気候,乾燥気候,温帯気候,地理
オーストラリア連邦タスマニア州の州都はどこでしょう？,ホバート,ポートアーサー,ローンセストン,クラレンス,地理
コソボ共和国の首都はどこでしょう？,プリシュティナ,ティラナ,ポドゴリツァ,ノヴィ・サド,地理
南スーダンの首都はどこでしょう？,ジュバ,ハルツーム,ディリ,ニアメ,地理
ウズベキスタンの首都はどこでしょう？,タシュケント,ドゥシャンベ,アスタナ,アシガバード,地理
トルクメニスタンの首都はどこでしょう？,アシガバード,ドゥシャンベ,アスタナ,タシュケント,地理
タジキスタンの首都はどこでしょう？,ドゥシャンベ,アスタナ,アシガバード,タシュケント,地理
ドミニカ国の首都はどこでしょう？,ロゾー,サントドミンゴ,サンファン,セントジョンズ,地理
日本の建築家・黒川紀章の都市計画案に基づき開発が続けられているカザフスタンの首都はどこでしょう？,アスタナ,ビシュケク,サマルカンド,アルマトイ,地理
2019年4月に国名をエスワティニ王国と改めた国はどこでしょう？,スワジランド,レソト,ガンビア,マラウイ,地理
2006年にヤンゴンから遷都したミャンマーの首都はどこでしょう？,ネピドー,タウンジー,マンダレー,モーラミャイン,地理
ブラジル連邦で人口が最も多い都市はどこでしょう？,サンパウロ,リオ・デ・ジャネイロ,ブラジリア,クリチーバ,地理
EU(欧州連合)の前身ではない組織は次のうちどれでしょう？,EFTA(欧州自由貿易連合),EURATOM(欧州原子力共同体),ECSC(欧州石炭鉄鋼共同体),EEC(欧州経済共同体),地理
国境線だらけの町として有名なバールレに多数あるのは次のうちどの国境でしょう？,ベルギーとオランダ,ベルギーとルクセンブルク,オランダとドイツ,ドイツとルクセンブルク,地理
2011年まで緑一色の国旗を使用していた国はどこでしょう？,リビア,ニジェール,マリ,ベナン,地理
「インド洋のガラパゴス」と呼ばれる世界遺産ソコトラ島はどの国の領土でしょう？,イエメン,イラン,ヨルダン,サウジアラビア,地理
次のうち、最大の都市が首都である国はどこでしょう？,ウズベキスタン,パキスタン,ベトナム,ニュージーランド,地理
次の瀑布のうち、国境の役割を果たしていないのはどれでしょう？,エンジェルフォール,ヴィクトリアの滝,ナイアガラの滝,イグアスの滝,地理
赤道直下に領土を持つ11カ国のうち、島国はインドネシアとどこでしょう？,サントメ・プリンシペ,カーボベルデ,セーシェル,モルディブ,地理
ビーチ上を低空で飛行機が通過することで有名なプリンセス・ジュリアナ空港があるフランスとオランダの海外領土はどこでしょう？,セント・マーチン島,キュラソー島,サン・バルテルミー島,アルバ島,地理
2017年、世界の空港の年間乗客数のランキングで、20年間連続の首位を達成した空港はどこでしょう？,ハーツフィールド・ジャクソン・アトランタ国際空港,ロンドン・ヒースロー空港,北京首都国際空港,ドバイ国際空港,地理
世界最北の首都はどこでしょう？,レイキャビク（アイスランド）,オスロ（ノルウェー）,ストックホルム（スウェーデン）,ヘルシンキ（フィンランド）,地理
次のうち、国名と首都の都市名が同じではない国はどこでしょう？,グアテマラ,パナマ,ジブチ,クウェート,地理
大陸に領土がありながら島に首都がある国は３カ国あるが、次のうち当てはまらないのはどれでしょう？,マレーシア,赤道ギニア,イギリス,デンマーク,地理
ユトランド半島を横断し、北海とバルト海を結ぶ運河は次のうちどれでしょう？,キール運河,ミッテルラント運河,コリントス運河,ミディ運河,地理
日本語では溶食盆地という、カルスト地形の中で最大の面積を誇る地形は次のうちどれでしょう？,ポリエ,ドリーネ,ウバーレ,モレーン,地理
スヴァールバル諸島について誤っている記述は次のうちどれでしょう？,米軍が駐留している,世界種子貯蔵庫がある,有人島はスピッツベルゲン島のみである,ノルウェー領である,地理
次のうち、国旗の裏と表でデザインが違う国はどこでしょう？,パラグアイ,ガイアナ,スリナム,マラウイ,地理
パプアニューギニア、ウガンダ、メキシコ、ドミニカ国の国旗に共通することはなにでしょう？,鳥が描かれている,文字が入っている,星(太陽)が描かれている,架空の生き物が描かれている,地理
南米の国と公用語の組み合わせで誤っているものはどれでしょう？,ボリビアーフランス語,スリナムーオランダ語,ガイアナ―英語,ブラジル―ポルトガル語,地理
中米の国と首都の組み合わせで誤っているものはどれでしょう？,ジャマイカ―フリータウン,ガイアナ―ジョージタウン,バルバトス―ブリッジタウン,セントヴィンセント・グレナディーン―キングスタウン,地理
南米の国ベネズエラについて、誤っている記述は次のうちどれでしょう？,サッカーが一番盛んなスポーツである,OPEC(石油輸出国機構)の加盟国である,スペインから独立した,リャノ(熱帯草原)がオリノコ川流域に広がる,地理
ニューカレドニアについて、誤っている記述は次のうちどれでしょう？,通貨はユーロである,メラネシアに位置する,フランス領である,ニッケルが産出される,地理
ミクロネシア・メラネシア・ポリネシアについて誤っている記述は次のうちどれでしょう？,ポリネシアの範囲が一番狭い,日本から一番近いのはミクロネシアである,ハワイはポリネシアに属する,メラネシアは赤道以南に位置する,地理
2019年現在、地下鉄の総延長距離が一番長い都市はどこでしょう？,上海,北京,香港,東京,地理
次の首都のうち、2019年現在地下鉄が運行していないのはどこでしょう？,イスラマバード(パキスタン),平壌(北朝鮮),サントドミンゴ(ドミニカ共和国),リマ(ペルー),地理
羊の飼育頭数が世界一多い国はどこでしょう？,中華人民共和国,インド,オーストラリア,ニュージーランド,地理
次のうち、アルプス三大北壁に該当しない山はどれでしょう？,モンブラン,アイガー,グランド・ジョラス,マッターホルン,地理
次のうち、日本三大急流に該当しない河川はどれでしょう？,常願寺川(富山県),球磨川(熊本県),最上川(山形県),富士川(静岡県など),地理
記録上、登山による死者が一番多い山はどれでしょう？,谷川岳,K2,玉山,マカルー,地理
寺沢武一が描いた漫画のうち、主人公が「神の目」と呼ばれる道具を使用するのはどれでしょう？,ゴクウ,コブラ,武,カブト,エンタメ
シルベスター・スタローン主演の映画「ロッキー」の冒頭で、主人公ロッキーが対戦している相手は誰でしょう？,スパイダー,アポロ,エイドリアン,ポーリー,エンタメ
映画「アベンジャーズ」のメンバーの中で、人間ではないのは次のうち誰でしょう？,ソー,アイアンマン,ハルク,キャプテン・アメリカ,エンタメ
007シリーズにおいて、ジェームズ・ボンドの上司でMI6の局長なのは次のうち誰でしょう？,M,Q,マニー・ペニー,ブロフェルド,エンタメ
007シリーズにおいて、ジェームズ・ボンドの同僚で、主に秘密兵器の開発を行い、ボンドをサポートするのは次のうち誰でしょう？,Q,M,マニー・ペニー,ブロフェルド,エンタメ
007シリーズにおいて、MI6の局長の秘書を務めるのは、次のうち誰でしょう？,マニー・ペニー,M,Q,ブロフェルド,エンタメ
007シリーズにおいて、ジェームズ・ボンドの宿敵で、悪の組織スペクターの首領なのは次のうち誰でしょう？,ブロフェルド,M,Q,マニー・ペニー,エンタメ
2019年現在、アカデミー主演男優賞を受賞したものの辞退した俳優は2人いますが、1972年に『ゴッドファーザー』でアカデミー主演男優賞を受賞し、これを辞退したのは誰でしょう？,マーロン・ブランド,ジョージ・C・スコット,ポール・ニューマン,ピーター・オトゥール,エンタメ
2019年現在、アカデミー主演男優賞を受賞したものの辞退した俳優は2人いますが、1970年に『パットン大戦車軍団』でアカデミー主演男優賞を受賞し、これを辞退したのは誰でしょう？,ジョージ・C・スコット,ポール・ニューマン,マーロン・ブランド,ピーター・オトゥール,エンタメ
世界最古の国際映画祭のひとつであり、1947年の創設以来、一度の中断もなく毎年連続で行われている映画祭としては世界で最も長い伝統を誇る映画祭はどれでしょう？,エディンバラ国際映画祭,ロカルノ国際映画祭,トロント国際映画祭,カルロヴィ・ヴァリ国際映画祭,エンタメ
次の映画祭のうち、最優秀作品賞が「金豹賞」と呼ばれるのはどれでしょう？,ロカルノ国際映画祭,カルロヴィ・ヴァリ国際映画祭,カンヌ国際映画祭,ベルリン国際映画祭,エンタメ
次の映画祭のうち、最優秀作品賞が「クリスタル・グローブ賞」と呼ばれるのはどれでしょう？,カルロヴィ・ヴァリ国際映画祭,ロカルノ国際映画祭,ヴェネチア国際映画祭,トロント国際映画祭,エンタメ
次の映画祭のうち、最優秀作品賞が「金熊賞」と呼ばれるのはどれでしょう？,ロカルノ国際映画祭,ベルリン国際映画祭,ヴェネチア国際映画祭,カンヌ国際映画祭,エンタメ
次の映画祭のうち、最優秀作品賞が「金獅子賞」と呼ばれるのはどれでしょう？,ヴェネチア国際映画祭,カンヌ国際映画祭,ベルリン国際映画祭,ロカルノ国際映画祭,エンタメ
次の映画祭のうち、最優秀作品賞が「パルムドール」と呼ばれるのはどれでしょう？,カンヌ国際映画祭,ヴェネチア国際映画祭,ベルリン国際映画祭,ロカルノ国際映画祭,エンタメ
次のうち、1972年から始まった、国際アニメーション映画協会が主催するアニメ作品とそのスタッフに与えられる賞は何でしょう？,アニー賞,トニー賞,エミー賞,オビー賞,エンタメ
アメリカ合衆国の演劇およびミュージカルに関する賞で、選考の対象となるには、毎年のエントリー期間中にニューヨーク・ブロードウェイの劇場で公演が開始される必要がある賞は何でしょう？,トニー賞,アニー賞,エミー賞,オビー賞,エンタメ
次のうち、アメリカのテレビドラマを始めとする番組のほか、テレビに関連する様々な業績に与えられる賞は何でしょう？,エミー賞,アニー賞,トニー賞,オビー賞,エンタメ
次のうち、アメリカのテレビ・ラジオ・ウェブサイトの優れた放送作品に贈られる賞で、放送界のピューリッツァー賞とも呼ばれ、1941年に始まり、メディア関連賞としては最古の賞は何でしょう？,ピーボディ賞,アニー賞,トニー賞,エミー賞,エンタメ
次のうち、ニューヨークで上演された優れた舞台に与えられる賞で、ブロードウェイ以外で上演された作品が対象になるのは何でしょう？,オビー賞,トニー賞,アニー賞,エミー賞,エンタメ
次のうち、1929年の第1回アカデミー賞で、初代アカデミー作品賞を受賞した作品はどれでしょう？,つばさ,ブロードウェイ・メロディー,西部戦線異状なし,シマロン,エンタメ
次のうち、1929年の第1回アカデミー賞で、初代主演男優賞を受賞した俳優は誰でしょう？,エミール・ヤニングス,ワーナー・バクスター,クラーク・ゲーブル,ジョージ・アーリス,エンタメ
次のうち、1929年の第1回アカデミー賞で、初代主演女優賞を受賞した俳優は誰でしょう？,ジャネット・ゲイナー,メアリー・ピックフォード,クローデット・コルベール,キャサリン・ヘプバーン,エンタメ
次のうち、1929年の第1回アカデミー賞のみに存在したコメディ映画監督賞を受賞した監督は誰でしょう？,ルイス・マイルストン,フランク・ボーゼイギ,フランク・ロイド,フランク・キャプラ,エンタメ
次のうち、1929年の第1回アカデミー賞のみに存在したドラマ映画監督賞を受賞した監督は誰でしょう？,フランク・ボーゼイギ,ルイス・マイルストン,フランク・ロイド,フランク・キャプラ,エンタメ
2019年現在、アカデミー賞最多の11部門を受賞した作品は3作品ありますが、当てはまらないのは次のうちどれでしょう？,ウェストサイド物語,ベン・ハー,タイタニック,ロード・オブ・ザ・リング／王の帰還,エンタメ
次のうち、1978年の第1回日本アカデミー賞で、初代日本アカデミー作品賞を受賞した作品はどれでしょう？,幸せの黄色いハンカチ,事件,復讐するは我にあり,ツィゴイネルワイゼン,エンタメ
次のうち、ゴッホの生前に売れた唯一の作品はどれでしょう？,赤い葡萄畑,医師ガシェの肖像,アルルの跳ね橋,夜のカフェテラス,芸術
ミュージカル「ウエストサイド・ストーリー」などで作曲家としても活躍した、アメリカの指揮者は誰でしょう？,レナード・バーンスタイン,リチャード・ロジャース,フォン・カラヤン,ゲオルク・ショルティ,芸術
次のうち、ベルリン・フィルハーモニー管弦楽団の常任指揮者を務めた人物で、幅広いレパートリーと巧みな指揮法で世界的に活躍したオーストリアの指揮者は誰でしょう？,フォン・カラヤン,レナード・バーンスタイン,リチャード・ロジャース,ゲオルク・ショルティ,芸術
ベートーヴェンの交響曲のうち、「英雄」と呼ばれるのは何番でしょう？,交響曲第3番,交響曲第9番,交響曲第5番,交響曲第6番,芸術
ベートーヴェンの交響曲のうち、「運命」と呼ばれるのは何番でしょう？,交響曲第5番,交響曲第3番,交響曲第9番,交響曲第6番,芸術
ベートーヴェンの交響曲のうち、「田園」と呼ばれるのは何番でしょう？,交響曲第6番,交響曲第3番,交響曲第9番,交響曲第5番,芸術
メンデルスゾーンの交響曲のうち、「賛歌」と呼ばれるのは何番でしょう？,交響曲第2番,交響曲第3番,交響曲第4番,交響曲第5番,芸術
メンデルスゾーンの交響曲のうち、「スコットランド」と呼ばれるのは何番でしょう？,交響曲第3番,交響曲第2番,交響曲第4番,交響曲第5番,芸術
メンデルスゾーンの交響曲のうち、「イタリア」と呼ばれるのは何番でしょう？,交響曲第4番,交響曲第2番,交響曲第3番,交響曲第5番,芸術
メンデルスゾーンの交響曲のうち、「宗教改革」と呼ばれるのは何番でしょう？,交響曲第5番,交響曲第2番,交響曲第3番,交響曲第4番,芸術
ミケランジェロの彫刻「ダビデ像」の瞳の形は、次のうちどれでしょう？,ハート形,星形,ダイヤ型,スペード型,芸術
ゴッホの「ひまわり」は何枚描かれたでしょう？,7枚,5枚,4枚,3枚,芸術
世界三大ミュージカルといわれる作品は「レ・ミゼラブル」、「オペラ座の怪人」とどれでしょう？,キャッツ,ミス・サイゴン,ウィキッド,シカゴ,芸術
プッチーニのオペラ「蝶々夫人」の舞台となった国は次のうちどれでしょう？,日本,中国,イタリア,フランス,芸術
プッチーニのオペラ「トゥーランドット」の舞台となった国は次のうちどれでしょう？,中国,日本,イタリア,フランス,芸術
国歌として採用されている曲のうち、作曲されたのが最も古いとされる「ヴィルヘルムス」はどの国の国歌でしょう？,オランダ,ドイツ,オーストリア,ベルギー,芸術
国歌として採用されている曲のうち、公式採用されたのが最も古い「国王行進曲」はどの国の国歌でしょう？,スペイン,スウェーデン,デンマーク,ノルウェー,芸術
第1次世界大戦で右手を失ったウィトゲンシュタインの依頼を受けて『左手のためのピアノ協奏曲』を作曲した人物は誰でしょう？,ラヴェル,リスト,ガーシュウィン,サン・サーンス,芸術
オーケストラをとりまとめるコンサートマスターが演奏する楽器は何でしょう？,ヴァイオリン,ピアノ,コントラバス,フルート,芸術
現存するオーケストラの中で1448年創立と最も古い歴史をもつのはどれでしょう？,デンマーク王立管弦楽団,ライプツィヒ・ゲヴァントハウス管弦楽団,ミュンヘン・フィルハーモニー管弦楽団,ウィーン・フィルハーモニー管弦楽団,芸術
日本語で「円舞曲」といえばどんな曲のことでしょう？,ワルツ,ロンド,エチュード,カンタータ,芸術
日本語で「練習曲」といえばどんな曲のことでしょう？,エチュード,プレリュード,カンタータ,ソナタ,芸術
日本語で「交響曲」といえばどんな曲のことでしょう？,シンフォニー,コンチェルト,ラプソディー,フーガ,芸術
日本語で「協奏曲」といえばどんな曲のことでしょう？,コンチェルト,シンフォニー,ラプソディー,プレリュード,芸術
日本語で「狂詩曲」といえばどんな曲のことでしょう？,ラプソディー,ディヴェルティメント,ロンド,ソナタ,芸術
日本語で「鎮魂歌」といえばどんな曲のことでしょう？,レクイエム,ノクターン,ロンド,フーガ,芸術
日本語で「喜遊曲」といえばどんな曲のことでしょう？,ディヴェルティメント,ラプソディー,カプリッチョ,カンタータ,芸術
日本語で「奇想曲」といえばどんな曲のことでしょう？,カプリッチョ,ラプソディー,ディヴェルティメント,カンタータ,芸術
日本語で「交声曲」といえばどんな曲のことでしょう？,カンタータ,カプリッチョ,ソナタ,フーガ,芸術
日本語で「遁走曲」といえばどんな曲のことでしょう？,フーガ,ディヴェルティメント,カンタータ,ソナタ,芸術
日本語で「夜想曲」といえばどんな曲のことでしょう？,ノクターン,レクイエム,ディヴェルティメント,ソナタ,芸術
日本語で「前奏曲」といえばどんな曲のことでしょう？,プレリュード,エチュード,ワルツ,カンタータ,芸術
日本語で「奏鳴曲」といえばどんな曲のことでしょう？,ソナタ,コンチェルト,シンフォニー,ラプソディー,芸術
日本語で「輪舞曲」といえばどんな曲のことでしょう？,ロンド,ワルツ,フーガ,ノクターン,芸術
ベートーベンが手がけた唯一のオペラ作品はどれでしょう？,フィデリオ,ゲノフェーファ,カルメン,椿姫,芸術
ロベルト・シューマンが手がけた唯一のオペラ作品はどれでしょう？,ゲノフェーファ,フィデリオ,カルメン,椿姫,芸術
ベートーベンが生まれた都市はどこでしょう？,ボン,ベルリン,ハンブルク,ミュンヘン,芸術
ブラームスが生まれた都市はどこでしょう？,ハンブルク,ボン,ベルリン,ミュンヘン,芸術
『官僚的なソナチネ』『犬のためのぶよぶよとした前奏曲』『冷たい小品』『梨の形をした3つの小品』『胎児の干物』『裸の子供たち』といった作品に奇妙な題名をつけたことでも知られる音楽家は誰でしょう？,サティ,ラヴェル,リスト,モーツァルト,芸術
次のうち、日本三大奇書に含まれないのはどれでしょう？,匣の中の失楽,ドグラ・マグラ,黒死館殺人事件,虚無への供物,人文科学
四天王のうち、別名を毘沙門天というのは誰でしょう？,北方の多聞天,東方の持国天,南方の増長天,西方の広目天,人文科学
次のうち、自身は四天王ではなく、四天王が仕える神なのは誰でしょう？,帝釈天,持国天,増長天,多聞天,人文科学
数え61歳の賀のお祝いを何というでしょう？,還暦,古希,喜寿,傘寿,人文科学
数え70歳の賀のお祝いを何というでしょう？,古希,喜寿,傘寿,半寿,人文科学
数え77歳の賀のお祝いを何というでしょう？,喜寿,古希,傘寿,半寿,人文科学
数え80歳の賀のお祝いを何というでしょう？,傘寿,古希,喜寿,半寿,人文科学
数え81歳の賀のお祝いを何というでしょう？,半寿,米寿,卒寿,白寿,人文科学
数え88歳の賀のお祝いを何というでしょう？,米寿,卒寿,白寿,上寿,人文科学
数え90歳の賀のお祝いを何というでしょう？,卒寿,白寿,上寿,茶寿,人文科学
数え99歳の賀のお祝いを何というでしょう？,白寿,上寿,茶寿,半寿,人文科学
数え100歳の賀のお祝いを何というでしょう？,上寿,茶寿,卒寿,白寿,人文科学
数え108歳の賀のお祝いを何というでしょう？,茶寿,卒寿,白寿,上寿,人文科学
論語では15歳を何というでしょう？,志学,而立,不惑,知命,人文科学
論語では30歳を何というでしょう？,而立,志学,不惑,知命,人文科学
論語では40歳を何というでしょう？,不惑,知命,耳順,従心,人文科学
論語では50歳を何というでしょう？,知命,耳順,従心,不惑,人文科学
論語では60歳を何というでしょう？,耳順,知命,不惑,従心,人文科学
論語では70歳を何というでしょう？,従心,不惑,知命,耳順,人文科学
二十四節では1月5日頃頃を何というでしょう？,小寒,大寒,立春,大雪,人文科学
二十四節では1月20日頃を何というでしょう？,大寒,小寒,立春,大雪,人文科学
二十四節では2月4日頃を何というでしょう？,立春,大寒,小寒,雨水,人文科学
二十四節では2月19日頃を何というでしょう？,雨水,啓蟄,大寒,小寒,人文科学
二十四節では3月6日頃を何というでしょう？,啓蟄,清明,立春,大寒,人文科学
二十四節では3月21日頃を何というでしょう？,春分,啓蟄,清明,立春,人文科学
二十四節では4月5日頃を何というでしょう？,清明,春分,啓蟄,穀雨,人文科学
二十四節では4月20日頃を何というでしょう？,穀雨,清明,春分,立夏,人文科学
二十四節では5月5日頃を何というでしょう？,立夏,穀雨,清明,小満,人文科学
二十四節では5月21日頃を何というでしょう？,小満,立夏,穀雨,芒種,人文科学
二十四節では6月6日頃を何というでしょう？,芒種,小満,立夏,小暑,人文科学
二十四節では6月21日頃を何というでしょう？,夏至,芒種,小満,小暑,人文科学
二十四節では7月7日頃を何というでしょう？,小暑,大暑,芒種,立秋,人文科学
二十四節では7月23日頃を何というでしょう？,大暑,小暑,立秋,処暑,人文科学
二十四節では8月7日頃を何というでしょう？,立秋,大暑,小暑,処暑,人文科学
二十四節では8月23日頃を何というでしょう？,処暑,白露,大暑,寒露,人文科学
二十四節では9月8日頃を何というでしょう？,白露,処暑,霜降,寒露,人文科学
二十四節では9月23日頃を何というでしょう？,秋分,白露,処暑,寒露,人文科学
二十四節では10月8日頃を何というでしょう？,寒露,霜降,白露,立冬,人文科学
二十四節では10月24日頃を何というでしょう？,霜降,寒露,立冬,小雪,人文科学
二十四節では11月7日頃を何というでしょう？,立冬,霜降,寒露,小雪,人文科学
二十四節では11月22日頃を何というでしょう？,小雪,立冬,霜降,小寒,人文科学
二十四節では12月7日頃を何というでしょう？,大雪,小雪,小寒,大寒,人文科学
二十四節では12月22日頃を何というでしょう？,冬至,小寒,大寒,大雪,人文科学
第1回の芥川賞を受賞した作者と筆者の組み合わせとして正しいものはどれでしょう？,石井達三「蒼氓」,火野葦平「糞尿譚」,川口松太郎「鶴八鶴次郎」,井伏鱒二「ジョン萬次郎漂流記」,人文科学
第1回の直木賞を受賞した作家は誰でしょう？,川口松太郎,石井達三,火野葦平,井伏鱒二,人文科学
「海鷂魚」は何と読むでしょう？,エイ,ワカサギ,シイラ,マグロ,人文科学
「公魚」は何と読むでしょう？,ワカサギ,ヒラメ,カレイ,タチウオ,人文科学
「海松貝」は何と読むでしょう？,ミルガイ,シジミ,アサリ,ハマグリ,人文科学
「黍魚子」は何と読むでしょう？,キビナゴ,アイナメ,イワシ,ウグイ,人文科学
「石斑魚」は何と読むでしょう？,ウグイ,カジカ,カジキ,オコゼ,人文科学
「梭魚」は何と読むでしょう？,カマス,カジキ,カジカ,オコゼ,人文科学
「鮴」は何と読むでしょう？,ゴリ,ボラ,ハゼ,ハモ,人文科学
「鯊」は何と読むでしょう？,ハゼ,ボラ,ゴリラ,ハモ,人文科学
「海鞘」は何と読むでしょう？,ホヤ,ミズダコ,マダコ,ウニ,人文科学
「大蚊」は何と読むでしょう？,ガガンボ,ヤブカ,ブヨ,ヒル,人文科学
「紙虫」は何と読むでしょう？,シミ,ゴキブリ,アリ,シロアリ,人文科学
「蚋」は何と読むでしょう？,ブヨ,アブ,ヒル,ヤスデ,人文科学
「胡蜂」は何と読むでしょう？,スズメバチ,アブ,クマバチ,ミツバチ,人文科学
