天台宗を学び、後に浄土宗の開祖となったのは誰でしょう？,法然,最澄,道元,親鸞,歴史
次のうち、悪人正機説を唱え、専修念仏を徹底した、浄土真宗の開祖は誰でしょう？,親鸞,法然,最澄,道元,歴史
次のうち、男女や身分、信仰の有無に関係なく、念仏を唱えれば等しく救われると説いた時宗の開祖は誰でしょう？,一遍,親鸞,法然,最澄,歴史
次のうち、「南無妙法蓮華経」と唱えると成仏できると説いた法華宗の開祖は誰でしょう？,日蓮,一遍,親鸞,法然,歴史
次のうち、鎌倉時代に南宋にに留学し、禅宗を日本に持ち帰った臨済宗の開祖は誰でしょう？,栄西,法然,空海(弘法大師),親鸞,歴史
次のうち、無限の修行こそが成仏であり、座禅の悟りを姿とした只管打坐を教義とする曹洞宗の開祖は誰でしょう？,道元,栄西,法然,一遍,歴史
次のうち、「法華経」を根本経典とし、すべての人に仏性があると説いている天台宗の開祖は誰でしょう？,最澄,道元,栄西,日蓮,歴史
次のうち、遣唐使に随行して長安で密教を学び、帰国後に真言宗の開祖となったのは誰でしょう？,空海(弘法大師),最澄,親鸞,栄西,歴史
次のうち、中国詩歌史上において「詩聖」と称されるのは誰でしょう？,杜甫,李白,王維,韓愈,歴史
次のうち、中国詩歌史上において「詩仙」と称されるのは誰でしょう？,李白,杜甫,白居易,韓愈,歴史
次の千利休を流祖とする茶道流派のうち、「三千家」に含まれないのはどれでしょう？,堺千家,表千家,裏千家,武者小路千家,歴史
次のうち、いわゆる「元寇」の1回目にあたるのはどれでしょう？,文永の役,弘安の役,文禄の役,慶長の役,歴史
次のうち、いわゆる「元寇」の2回目にあたるのはどれでしょう？,弘安の役,文永の役,文禄の役,慶長の役,歴史
次のうち、豊臣秀吉の朝鮮出兵の1回目にあたるのはどれでしょう？,文禄の役,慶長の役,文永の役,弘安の役,歴史
次のうち、豊臣秀吉の朝鮮出兵の2回目にあたるのはどれでしょう？,慶長の役,文禄の役,文永の役,弘安の役,歴史
次の女性天皇のうち、重祚したため皇極天皇と同一人物なのは誰でしょう？,斉明天皇,持統天皇,元明天皇,孝謙天皇,歴史
次の女性天皇のうち、重祚したため孝謙天皇と同一人物なのは誰でしょう？,称徳天皇,斉明天皇,後桜町天皇,明正天皇,歴史
2019年現在、最後の女性天皇は誰でしょう？,後桜町天皇,明正天皇,称徳天皇,皇極天皇,歴史
鎌倉幕府第8代執権で、元寇を退けた英雄とされるのは誰でしょう？,北条時宗,北条泰時,北条時政,北条義時,歴史
鎌倉幕府第3代執権で、御成敗式目を制定したのは誰でしょう？,北条泰時,北条時宗,北条時政,北条義時,歴史
鎌倉幕府初代執権で、源頼朝の義父及び北条政子の実父にあたるのは誰でしょう？,北条時政,北条泰時,北条時宗,北条義時,歴史
モンゴル帝国から分裂した元以外の国家、いわゆる「4ハン国」のうち、ジュンガリア地方に成立し、首都をエミールに置いたのはどこでしょう？,オゴタイ・ハン国,チャガタイ・ハン国,キプチャク・ハン国,イル・ハン国,歴史
モンゴル帝国から分裂した元以外の国家、いわゆる「4ハン国」のうち、シルダリア川流域に成立し、首都をアルマリクに置いたのはどこでしょう？,チャガタイ・ハン国,オゴタイ・ハン国,キプチャク・ハン国,イル・ハン国,歴史
モンゴル帝国から分裂した元以外の国家、いわゆる「4ハン国」のうち、バトゥが南ロシアに建国し、首都をサライに置いたのはどこでしょう？,キプチャク・ハン国,オゴタイ・ハン国,チャガタイ・ハン国,イル・ハン国,歴史
モンゴル帝国から分裂した元以外の国家、いわゆる「4ハン国」のうち、フラグがイランに建国し、首都をタブリーズに置いたのはどこでしょう？,イル・ハン国,オゴタイ・ハン国,チャガタイ・ハン国,キプチャク・ハン国,歴史
次の大火のうち、江戸三大大火に数えられない大火はどれでしょう？,天和の大火,明暦の大火,明和の大火,文化の大火,歴史
次の大火のうち、別名「振袖火事」といわれる大火はどれでしょう？,明暦の大火,天和の大火,明和の大火,文化の大火,歴史
次の大火のうち、別名「八百屋お七の火事」といわれる大火はどれでしょう？,天和の大火,明暦の大火,明和の大火,文化の大火,歴史
次の大火のうち、別名「目黒行人坂の大火」といわれる大火はどれでしょう？,明和の大火,明暦の大火,天和の大火,文化の大火,歴史
次の大火のうち、別名「丙寅の大火」といわれる大火はどれでしょう？,文化の大火,明和の大火,明暦の大火,天和の大火,歴史
次の公会議のうち、325年に開催され、アリウス派を排斥し、復活祭の日付を確定させたのはどれでしょう？,第1ニカイア公会議,クレルモン公会議,トリエント公会議,コンスタンツ公会議,歴史
次の公会議のうち、1095年に開催され、教皇ウルバヌス2世が十字軍宣言を行ったのはどれでしょう？,クレルモン公会議,第1ニカイア公会議,トリエント公会議,コンスタンツ公会議,歴史
次の公会議のうち、1545年から開催され、カトリック教会の教義の再確認を行ったのはどれでしょう？,トリエント公会議,第1ニカイア公会議,クレルモン公会議,コンスタンツ公会議,歴史
次の公会議のうち、1414年から開催され、対立教皇の廃止、教会大分裂(シスマ)を終結、ウィクリフとフスを有罪としたのはどれでしょう？,コンスタンツ公会議,第1ニカイア公会議,クレルモン公会議,トリエント公会議,歴史
共和制ローマで行われた第1回三頭政治の一員ではないのは次のうち、誰でしょう？,マルクス・アントニウス,ガイウス・ユリウス・カエサル,グナエウス・ポンペイウス,マルクス・リキニウス・クラッスス,歴史
共和制ローマで行われた第2回三頭政治の一員ではないのは次のうち、誰でしょう？,マルクス・リキニウス・クラッスス,ガイウス・ユリウス・カエサル・オクタウィアヌス,マルクス・アントニウス,マルクス・アエミリウス・レピドゥス,歴史
奈良県明日香村で発掘された、玄武像、白虎像、天文図などが描かれている7世紀末〜8世紀初めの装飾古墳は何でしょう？,キトラ古墳,高松塚古墳,石舞台古墳,コナベ古墳,歴史
ドイツ皇帝ヴィルヘルム2世によって主導された、都市間を鉄道で結ぶ「３B政策」に含まれない都市はどれでしょう？,ベルン,ベルリン,ビザンチウム,バグダード,歴史
19世紀後半から20世紀前半においてイギリスが推進した世界政策で、都市間を鉄道で結ぶ「3C政策」に含まれない都市はどれでしょう？,カーディフ,ケープタウン,カイロ,カルカッタ,歴史
ヨシフ・スターリンの重要な側近であり、スターリンの死後、ソビエト連邦の第3代最高指導者を務めたのは誰でしょう？,マレンコフ,フルシチョフ,アンドロポフ,ブレジネフ,歴史
歴代のアメリカ合衆国大統領のうち、在任期間が31日と最も短いのは次のうち誰でしょう？,ウィリアム・ハリソン,リチャード・ニクソン,ジェームズ・ガーフィールド,ザカリー・テイラー,歴史
歴代のアメリカ合衆国大統領のうち、アメリカ大統領選挙に一度も勝利したことがないのは、次のうち誰でしょう？,ジェラルド・フォード,リチャード・ニクソン,ジェームズ・ガーフィールド,ザカリー・テイラー,歴史
次のイングランド王のうち、王権神授説を唱えて、専制政治を行い、イギリス国教会の信仰を国民に強制したため、ピューリタンの反発を招き、ピルグリム・ファーザーズ誕生のきっかけとなったのは誰でしょう？,ジェームズ1世,チャールズ1世,チャールズ2世,ジェームズ2世,歴史
次のイングランド王のうち、1628年に議会から権利の請願を提出されたが無視し、ピューリタン革命によってクロムウェルらに処刑されたのは誰でしょう？,チャールズ1世,ジェームズ1世,チャールズ2世,ジェームズ2世,歴史
次のイングランド王のうち、クロムウェルの死後、王政復古を望む声が高まったことにより就任したものの、ピューリタンを弾圧し、強権的な政治を行ったため、議会が審査法、人身保護法を制定するきっかけとなったのは誰でしょう？,チャールズ2世,ジェームズ1世,チャールズ1世,ジェームズ2世,歴史
次のイングランド王のうち、娘のメアリの夫であるウィリアム3世が議会により王として招かれたため、処刑を恐れて国外に逃亡し、これが「名誉革命」と呼ばれているのは誰でしょう？,ジェームズ2世,ジェームズ1世,チャールズ1世,チャールズ2世,歴史
